id,brand,car_model,type,desc,problem,datetime,status
572872,广汽本田,雅阁,2016款 2.0L CVT  舒适版,广汽本田雅阁右半轴支承轴承处有渗油的现象,"G51,H101,",2021-02-19,处理反馈
572871,广汽本田,皓影,2020款 240TURBO CVT 两驱 豪华版,广汽本田皓影机油增多高速行驶ACC功能失效,"A339,H253,",2021-02-19,处理反馈
572870,一汽-大众,探岳,2019款 380TSI 四驱 R-Line 国V,一汽大众探岳大灯发白亮度低影响夜间照明,"H82,",2021-02-19,用户评分
572869,长安福特,锐际,2020款 EcoBoost 245 四驱 纵享款 ST-LINE,长安福特锐际方向盘有异响 右后刹车异响,"D59,E43,",2021-02-19,处理反馈
572866,上汽大众,途观,2016款 300TSI 自动 四驱 风尚视野版,上汽大众途观耦合器异响希望召回处理,"G127,",2021-02-19,处理反馈
572864,华晨宝马,宝马1系,2020款 120i 时尚型,华晨宝马1系正常行驶中发动机故障灯亮,"A34,",2021-02-19,信息审核
572863,东南汽车,东南DX3,2018款 1.5L 手动 豪华型,东南DX3新车打方向盘时转向机有异响,"D59,",2021-02-19,处理反馈
572861,东风日产,逍客,2016款 2.0L CVT 精英版,东风日产逍客变速箱故障灯亮起步困难,"B96,B334,",2021-02-19,处理反馈
572849,奇瑞汽车,艾瑞泽5,2016款 1.5L 手动 领锐版,奇瑞艾瑞泽5车身两侧严重腐蚀生锈,"H79,",2021-02-19,处理反馈
572848,北京现代,名图,2014款 1.8L 自动 智能型,北京现代名图发动机异响希望厂家处理,"A9,",2021-02-19,处理反馈
572846,北京奔驰,奔驰E级,2019款 E 320 L 4MATIC,北京奔驰E级倍耐力轮胎爆胎厂家拒赔,"F130,I297,",2021-02-19,处理反馈
572842,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408发动机抖动异响烧机油,"A9,A24,A63,",2021-02-19,处理反馈
572841,一汽-大众,速腾,2018款 1.6L 自动 舒适型,一汽大众速腾踩油门异响希望厂家处理,"A9,",2021-02-19,处理反馈
572840,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 臻享型,吉利嘉际购车旅游基金承诺一直没有兑现,"L313,",2021-02-19,用户评分
572839,奇瑞汽车,瑞虎5,2016款 1.5T 手动 家悦信赖版,奇瑞瑞虎5发动机涡轮增压器有异响,"A9,A85,",2021-02-19,处理反馈
572835,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 时尚型 国V,一汽大众奥迪A4L天窗发动机车内刹车异响,"A9,E43,H164,H89,",2021-02-19,信息审核
572834,上汽大众,途观L,2017款 330TSI 两驱 豪华版,上汽大众途观L变速箱机电单元故障,"B115,",2021-02-19,处理反馈
572830,上汽大众,途观L,2021款 330TSI 自动 两驱 R-Line越享版,大众途观L自动启停失效店内人员修出新问题,"A114,H263,J300,",2021-02-19,用户评分
572824,东风日产,奇骏,2017款 2.0L CVT 舒适版 5座 2WD,东风日产奇骏变速箱顿挫 全车抖动,"B19,B95,",2021-02-19,处理反馈
572822,一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,一汽大众探岳发动机舱内有异响,"A9,",2021-02-19,处理反馈
572821,广汽本田,冠道,2020款 370TURBO 四驱 尊享版,广汽本田冠道购车时承诺保养劵未兑现,"L313,",2021-02-19,用户评分
572819,长安福特,蒙迪欧新能源,2018款 2.0 PHEV 智控时尚型 国VI,长安福特蒙迪欧新能源驾驶位雨刮器异响,"H60,",2021-02-19,处理反馈
572815,一汽-大众,迈腾,2019款 280TSI DSG 领先型 国VI,一汽大众迈腾发动机严重烧机油希望厂家处理,"A63,",2021-02-19,用户评分
572813,上汽大众,途观L,2017款 330TSI 两驱 豪华版,上汽大众途观L变速箱处于紧急运行模式,"B84,",2021-02-19,用户评分
572812,一汽-大众奥迪,奥迪A4L,2018款 2.0T 时尚型 30周年年型,一汽大众奥迪A4L变速箱异响店内一直不解决,"B33,I295,I282,",2021-02-19,信息审核
572810,广汽丰田,雷凌,2017款 185T CVT 精英版 国V 改款,广汽丰田雷凌后减震器有漏油现象,"G25,",2021-02-19,信息审核
572805,东风标致,标致207,2011款 1.4 手动 品乐版 两厢,东风标致207后桥倾斜行驶中有异响,"G158,G83,",2021-02-19,处理反馈
572803,奇瑞汽车,瑞虎8,2020款 290TGDI 自动 精英版,奇瑞瑞虎8右后轮胎压频繁报警希望处理,"H203,",2021-02-19,处理反馈
572802,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国V,大众探岳车灯不亮 减震器异响 变速箱异响,"B33,G52,H82,",2021-02-19,处理反馈
572801,长安汽车,长安CS55,2017款 1.5T 手动 炫色型,长安CS55发动机加速异响希望尽快处理,"A9,",2021-02-19,处理反馈
572800,广汽丰田,雷凌,2017款 1.8H GS CVT 精英天窗版 国V 改款 双擎,广汽丰田雷凌加装中控屏故障 无法换挡,"B20,H134,",2021-02-19,信息审核
572799,长安汽车,长安CS55 PLUS,2021款 蓝鲸版 1.5T DCT 豪华型,长安CS55 PLUS变速箱无法挂挡 无法加速,"B20,B334,",2021-02-19,用户评分
572797,北京奔驰,奔驰GLB,2020款 GLB 200 时尚型,奔驰GLB发动机提速持续出现异响,"A9,",2021-02-19,信息审核
572795,一汽丰田,卡罗拉,2018款 1.2T S-CVT GL智享版,一汽丰田卡罗拉发动机怠速不稳希望处理,"A34,A35,",2021-02-19,信息审核
572790,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯透镜模糊影响照明,"H82,",2021-02-19,处理反馈
572789,长安福特,翼搏,2013款 1.5 自动 尊贵型,长安福特翼搏变速箱拨叉存在设计缺陷,"B77,Q322,",2021-02-19,处理反馈
572788,沃尔沃（进口）,沃尔沃XC60（进口）,2012款 2.0T DCT T5舒适版,进口沃尔沃XC60变速箱漏油顿挫发动机烧机油,"A9,A63,B19,",2021-02-19,信息审核
572786,长安汽车,长安CS35,2016款 1.6L 手动 豪华型 国V,长安CS35发动机故障报警 三元催化器故障,"A34,H54,",2021-02-19,处理反馈
572785,上汽通用五菱,宝骏E200,2018款 智行版,宝骏E200充电中断要求厂家解决,"H340,",2021-02-19,处理反馈
572784,华晨宝马,宝马3系,2020款 325Li 首发版,华晨宝马3系刹车片异常磨损希望处理,"E47,",2021-02-19,信息审核
572782,东风日产,天籁,2011款 2.0 XL CVT 舒适版 天籁,东风日产天籁仪表台开裂存在质量问题,"H176,",2021-02-19,处理反馈
572781,奇瑞汽车,瑞虎3,2016款 1.6L 手动 智尚版,奇瑞瑞虎3起步抖动离合器抖动打滑,"A24,A35,C87,C16,",2021-02-19,处理反馈
572779,长安福特,福睿斯,2017款 1.5L 自动 时尚型 幸福版,长安福特福睿斯主驾驶车窗玻璃升降失效,"H67,",2021-02-19,用户评分
572777,东风小康,风光330,2016款 1.5L 乐享型DK15-02,东风风光330车身生锈希望厂家质保处理,"H79,",2021-02-19,处理反馈
572776,一汽-大众捷达,捷达VS5,2019款 280TSI 自动 进取型,一汽大众捷达VS5导航屏上有凸起售后未解决,"H134,H93,H151,",2021-02-19,处理反馈
572775,东风日产,天籁,2020款 改款 2.0T XL Upper AD1 智享领航版,东风日产天籁车机智联无法使用且油箱异响,"H155,H147,",2021-02-19,用户评分
572773,一汽-大众,迈腾,2018款 330TSI DSG 豪华型,一汽大众迈腾变速箱处于紧急状态故障灯亮,"B96,",2021-02-19,用户评分
572772,广汽丰田,汉兰达,2015款 2.0T 四驱 豪华版 7座,广汽丰田汉兰达发动机故障灯亮缸体破损,"A34,A136,",2021-02-19,信息审核
572767,一汽奔腾,奔腾T77,2020款 PRO 280 TID 自动 尊享型,一汽奔腾T77电瓶亏电导致车辆无法启动,"H146,",2021-02-19,处理反馈
572766,广汽乘用车,传祺GS4新能源,2017款 1.5L PHEV 尊享版,传祺GS4新能源转向机异响米其林轮胎开裂,"D59,F100,G52,",2021-02-19,信息审核
572764,华晨宝马,宝马3系,2020款 325i M运动曜夜套装,华晨宝马3系4S店更换空调滤芯后出现异味,"H60,I295,J300,",2021-02-19,信息审核
572763,福田汽车,时代领航,2014款 143马力 4.2米单排 栏板 轻卡(万里扬6挡)(BJ1043V9JBA-BG),福田时代领航前桥固定螺丝松动导致车辆侧翻,"G204,",2021-02-19,信息审核
572762,上汽大众,途观L,2017款 330TSI 两驱 豪华版,上汽大众途观L变速箱机电控制单元故障,"B115,",2021-02-19,处理反馈
572756,东风悦达起亚,福瑞迪,2019款 1.6L 自动 风尚版 国VI,东风悦达起亚福瑞迪发动机异响希望处理,"A9,",2021-02-19,处理反馈
572754,长安福特,福睿斯,2015款 1.5L 手动 舒适型,长安福特福睿斯左前侧车窗玻璃升降失灵,"H67,",2021-02-19,处理反馈
572749,吉利汽车,缤越,2019款 运动款 260T DCT Battle 国VI 运动款,吉利缤越怠速车窗异常抖动希望处理,"H72,",2021-02-19,处理反馈
572748,一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,一汽大众探岳颗粒捕捉器堵塞发动机油耗高,"A85,A114,",2021-02-19,处理反馈
572745,上汽大众,途观L,2017款 380TSI 四驱 豪华版,大众途观L变速箱故障灯亮处于紧急运行模式,"B96,",2021-02-19,处理反馈
572744,长城汽车,长城C30,2012款 1.5 手动 舒适精配版,长城C30车门生锈车漆氧化色差明显,"H79,H67,H201,",2021-02-19,处理反馈
572742,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳变速箱低速挡顿挫异响,"B33,B19,",2021-02-19,处理反馈
572736,北京奔驰,奔驰E级,2020款 改款 E 260 L,北京奔驰E级内饰装饰板木纹开裂质量差,"H168,",2021-02-19,处理反馈
572735,广汽本田,缤智,2017款 1.8L CVT 两驱 先锋型,广汽本田缤智行驶过程中发动机突然断油,"A255,",2021-02-19,处理反馈
572734,上汽通用五菱,五菱宏光,2016款 1.5L 尊享型 S1 国V,上汽通用五菱宏光变速箱无法换挡望解决,"B20,",2021-02-19,处理反馈
572733,一汽丰田,卡罗拉,2019款 双擎 1.8L E-CVT GL-i精英版,一汽丰田卡罗拉厂家不履行三包换车未兑现,"L310,",2021-02-19,信息审核
572732,东风标致,标致4008,2018款 350THP 精英版,东风标致4008车载互联功能无法连接,"H155,",2021-02-19,处理反馈
572731,一汽丰田,威驰,2017款 1.5L CVT 创行版,一汽丰田威驰低速行驶时发动机异响,"A9,",2021-02-19,信息审核
572728,领克,领克03,2019款 2.0TD 自动 劲Pro版,领克03变速箱升降挡不顺畅有明显拖拽感,"B19,B69,",2021-02-19,处理反馈
572726,北京现代,途胜,2020款 280TGDi 双离合 两驱 时尚版 国VI,北京现代途胜行驶中车内异响找不到原因,"H164,",2021-02-19,处理反馈
572725,奇瑞汽车,捷途X90,2020款 1.6T DCT 影尊版 7座,奇瑞捷途X90电池故障导致熄火 服务态度差,"H146,I293,",2021-02-19,用户评分
572724,东风风行,风行T5L,2020款 1.5T 自动 豪华型 7座 国VI,东风风行T5L行驶上下坡时变速箱不升挡,"B69,",2021-02-19,处理反馈
572723,广汽丰田,凯美瑞,2019款 2.5S 锋尚版 国VI,广汽丰田凯美瑞底盘和排气管出现生锈的现象,"H79,",2021-02-19,信息审核
572722,广汽三菱,奕歌,2019款 1.5T CVT 两驱 梦想版 国VI,广汽三菱奕歌天窗异响多次维修没有解决,"H89,",2021-02-19,厂家受理
572720,北京现代,索纳塔插电混动,2018款 2.0 PHT 智尊版 国V,北京现代索纳塔插电混动冷却系统高温警报,"A191,",2021-02-19,处理反馈
572717,北京奔驰,奔驰GLC,2020款 GLC 260 L 4MATIC 动感型,北京奔驰GLC车内中控塑料板有开裂,"H168,",2021-02-19,处理反馈
572716,吉利汽车,帝豪GL,2020款 1.4T CVT 豪华型,吉利帝豪GL后备箱生锈左前车门生绣,"H79,",2021-02-19,处理反馈
572715,北京现代,领动,2019款 1.5L CVT 智炫·精英型,北京现代领动左前轮耐克森轮胎鼓包,"F39,",2021-02-19,处理反馈
572714,东风本田,本田XR-V,2015款 1.5L LXi CVT经典版,东风本田XR-V冷车启动VTC动作器异响,"A9,",2021-02-19,处理反馈
572710,长城汽车,风骏7,2019款 2.0T 柴油 四驱 超值型 国VI 大双 GW4D20M,长城风骏7涡轮增压器损坏 售后不予保修,"A189,I297,",2021-02-19,处理反馈
572709,东风标致,标致408,2016款 1.6T 自动 豪华版,东风标致408空调压缩机故障不制冷,"H101,",2021-02-19,处理反馈
572708,广汽丰田,雷凌,2021款 185T CVT 豪华版,广汽丰田雷凌发动机表面出现裂纹希望解决,"A136,",2021-02-19,信息审核
572706,广汽丰田,雷凌,2017款 185T CVT 精英版 国V 改款,广汽丰田雷凌左右两侧的后减震器漏油,"G25,",2021-02-19,信息审核
572703,上汽大众,凌渡,2019款 230TSI DSG 风尚版 国V,上汽大众凌渡变速箱离合器和刹车异响,"B33,C65,E43,G125,",2021-02-19,处理反馈
572702,长安汽车,锐程CC,2020款 1.5T 自动 潮锐型,长安锐程CC停车时发动机自动熄火影响使用,"A14,",2021-02-19,处理反馈
572698,广汽本田,飞度,2014款 1.5L CVT SE时尚型,广汽本田飞度发动机冷启动时异响希望处理,"A9,",2021-02-19,处理反馈
572697,东风本田,本田CR-V,2021款 240TURBO CVT 两驱 黑爵士版,东风本田CR-V转向助力故障左右轻重不一,"D156,",2021-02-19,处理反馈
572692,东风雪铁龙,雪铁龙C6,2017款 380THP 尊贵型,东风雪铁龙C6冷车启动时发动机出现异响,"A9,",2021-02-19,处理反馈
572691,斯巴鲁,傲虎,2018款 2.5i 运动导航版 EyeSight,斯巴鲁傲虎发动机舱和转向异响严重,"A9,D59,",2021-02-19,信息审核
572680,东风乘用车,风神AX7,2018款 1.6T 自动 豪华型,东风风神AX7踩油门发动机异响售后不予处理,"A9,I297,I281,",2021-02-19,处理反馈
572677,东风日产,天籁,2020款 改款 2.0T XL Upper AD1 智享领航版,日产天籁排气过滤系统和巡航故障 车门异响,"A114,H72,H253,",2021-02-19,处理反馈
572675,上汽大众斯柯达,柯迪亚克GT,2019款 TSI330 两驱 豪华版 国V,斯柯达柯迪亚克GT变速箱顿挫 中控顶棚异响,"B19,D80,H93,H164,",2021-02-19,用户评分
572668,长安福特,蒙迪欧,2013款 1.5T 自动 GTDi180时尚型,长安福特蒙迪欧发动机节气门漏油,"A12,",2021-02-19,处理反馈
572665,东风日产,骐达TIIDA,2020款 1.6L CVT 智行版,东风日产骐达油箱晃动异响维修后故障加重,"H147,J300,",2021-02-19,用户评分
572664,长安铃木,羚羊,2013款 1.3L 20周年限量版,长安铃木羚羊叶子板及车门大面积生锈,"H79,",2021-02-19,厂家受理
572663,一汽-大众奥迪,奥迪A4L,2020款 40 TFSI 豪华致雅型,一汽大众奥迪A4L车联网功能无法激活使用,"H155,",2021-02-19,信息审核
572662,东风乘用车,奕炫,2020款 230T 自动 炫曜赛道骑士版,东风风神奕炫后桥故障导致轮胎偏磨,"G245,",2021-02-19,处理反馈
572659,东风本田,思铂睿,2013款 2.4L 自动 豪华版,东风本田思铂睿天窗内部框架生锈,"H79,",2021-02-19,用户评分
572657,广汽丰田,凯美瑞,2016款 2.5G 自动 十周年纪念豪华导航版,广汽丰田凯美瑞球笼套漏油希望厂家处理,"G161,",2021-02-19,处理反馈
572655,一汽-大众,探岳,2019款 330TSI 四驱 豪华型 国Ⅵ,一汽大众探岳行驶中手套箱自动打开,"H168,H152,N318,",2021-02-19,用户评分
572654,一汽-大众奥迪,奥迪A4L,2011款 2.0 TFSI 舒适型,一汽大众奥迪A4L停车后车辆无法启动,"A44,",2021-02-19,信息审核
572653,广汽丰田,YARiS L 致炫,2019款 1.5E CVT 魅动版 国VI,广汽丰田致炫车内阅读灯多次维修不亮,"H82,",2021-02-19,用户评分
572652,长城汽车,哈弗M6,2019款 1.5T DCT 两驱 超值版 国VI,哈弗M6行驶过程中车辆向右侧跑偏,"G117,",2021-02-19,处理反馈
572651,长安汽车,长安CS55,2017款 1.5T 手动 炫动型,长安CS55车机卡顿死机无限重启希望处理,"H155,",2021-02-19,处理反馈
572649,东风悦达起亚,智跑,2019款 2.0L 自动 智享豪华版,东风悦达起亚智跑车门内侧生锈 中控台异响,"A9,E43,H79,H93,",2021-02-19,处理反馈
572646,奇瑞捷豹路虎,捷豹XEL,2019款 2.0T 200PS 尊享版,奇瑞捷豹路虎XEL发动机漏油而且有熄火的现象,"A12,A14,",2021-02-19,处理反馈
572642,东风日产,轩逸,2019款 1.6XV CVT 智联尊享版 国VI,东风日产轩逸变速箱阀体损坏水温高,"A34,A191,B96,B84,",2021-02-19,用户评分
572639,一汽-大众,迈腾,2017款 330TSI DSG 豪华型,一汽大众迈腾变速箱低速顿挫异响,"B33,B19,",2021-02-19,处理反馈
572638,东风悦达起亚,智跑,2019款 2.0L 自动 智享豪华版,东风悦达起亚智跑车身共振异响严重,"H15,H268,",2021-02-19,处理反馈
572637,一汽-大众,迈腾,2018款 330TSI DSG 豪华型,一汽大众迈腾变速箱机电控制单元故障,"B115,",2021-02-19,处理反馈
572635,知豆电动车,知豆D2,2016款 D2,知豆D2充电机总成损坏导致车辆无法充电,"H340,",2021-02-19,厂家受理
572633,东风乘用车,风神AX7,2015款 2.0L 自动 智逸型 5座,东风风神AX7刹车疲软 动力不足 油门异常,"A163,A174,E269,",2021-02-19,处理反馈
572632,北京奔驰,奔驰E级新能源,2020款 E 300 e L,北京奔驰E级新能源冷却系统报警 雷达故障,"A191,H289,",2021-02-19,处理反馈
572631,广汽菲克Jeep,大指挥官PHEV,2020款 2.0T 插电混动 领先版,广汽菲克Jeep大指挥官PHEV发动机故障灯亮,"A34,E333,H155,",2021-02-19,厂家受理
572629,吉利汽车,缤越,2019款 260T DCT 骑士 国V,吉利缤越车机系统更新承诺厂家未兑现,"L314,",2021-02-19,处理反馈
572628,一汽-大众捷达,捷达VS5,2019款 280TSI 自动 悦享型,一汽大众捷达VS5后备箱胶条开裂刹车异响,"E43,H168,H72,H93,",2021-02-19,处理反馈
572627,一汽-大众,迈腾,2017款 330TSI DSG 领先型,一汽大众迈腾变速箱机电单元故障,"B115,",2021-02-19,处理反馈
572622,东风本田,本田CR-V,2021款 锐·混动 2.0L 两驱 净驰版,东风本田CR-V轻踩刹车时出现异响,"E43,",2021-02-19,处理反馈
572619,江淮汽车,嘉悦A5,2020款 1.5T CVT 精英型,江淮嘉悦A5发动机低速行驶时异响严重,"A9,A38,",2021-02-19,处理反馈
572614,一汽-大众奥迪,奥迪Q3,2019款 35 TFSI 时尚动感型,一汽大众奥迪Q3加速时发动机舱内异响,"A9,",2021-02-19,信息审核
572611,一汽-大众奥迪,奥迪Q5,2017款 Plus 40 TFSI 技术型,一汽大众奥迪Q5天窗异响维修多次未解决,"H89,",2021-02-19,信息审核
572608,东风日产,奇骏,2014款 2.0L XE CVT 两驱 时尚版,东风日产奇骏行驶时变速箱顿挫异响,"B33,B19,",2021-02-19,处理反馈
572606,东风日产,蓝鸟,2020款 1.6L CVT 智联智酷版,东风日产蓝鸟新车异响维修多次未解决,"H15,",2021-02-19,处理反馈
572604,吉利汽车,缤越,2019款 260T DCT 骑士 国V,吉利缤越行驶时出现底盘异响现象,"G56,",2021-02-19,处理反馈
572601,华晨中华,中华V7,2019款 运动款 280T 自动 豪华型,华晨中华V7发动机机油滤芯出现漏油,"A12,",2021-02-19,信息审核
572600,华晨宝马,宝马1系,2021款 125i M运动曜夜版,华晨宝马1系车联网AAP里程数无法更新,"H155,I293,",2021-02-19,处理反馈
572595,一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,一汽大众探岳颗粒捕捉器频繁堵塞,"A114,",2021-02-18,用户评分
572592,长安福特,蒙迪欧,2018款 EcoBoost 180 时尚型,长安福特蒙迪欧车顶内饰发霉严重,"H109,",2021-02-18,处理反馈
572590,北京现代,索纳塔,2020款 380TGDi GS 自动 智享版,北京现代索纳塔经销商无配件 服务态度差,"N318,",2021-02-18,处理反馈
572589,广汽丰田,凯美瑞,2015款 2.0G 自动 领先版,广汽丰田凯美瑞车顶棚异响 天窗异响,"H164,H89,J301,",2021-02-18,处理反馈
572587,上汽大众,途观L,2019款 330TSI 自动 两驱 全景舒适版 国VI,上汽大众途观L发动机1200转时车辆振动,"B69,D80,",2021-02-18,处理反馈
572586,吉利新能源,星越新能源,2019款 400T 驭星者 纯电动续航80KM,吉利星越新能源辅助驾驶故障厂家未处理,"A24,H185,H101,H170,",2021-02-18,处理反馈
572585,广汽三菱,欧蓝德,2018款 2.4L 四驱 精英版 5座,广汽三菱欧蓝德发动机抖动 车身共振,"A24,B69,G56,H79,",2021-02-18,厂家受理
572579,东风雪铁龙,C4世嘉,2016款 1.6THP 自动 旗舰型,东风雪铁龙C4世嘉发动机抖动异响无法加速,"A9,A24,A160,",2021-02-18,处理反馈
572578,上汽大众,途观L,2017款 330TSI 两驱 风尚版,上汽大众途观L变速箱处于紧急运行模式,"B84,B115,",2021-02-18,处理反馈
572576,奇瑞汽车,捷途X70 PLUS,2021款 1.5T 手动 林 5座,捷途X70 PLUS大灯不亮 挡杆抖动 中控台异响,"B184,H93,H82,",2021-02-18,处理反馈
572574,广汽本田,飞度,2016款 1.5L LX CVT 舒适型,广汽本田飞度冷车时发动机存在异响,"A9,",2021-02-18,处理反馈
572573,东风日产,逍客,2016款 2.0L CVT 精英版,东风日产逍客变速箱故障灯亮 加速迟缓,"B96,B334,",2021-02-18,处理反馈
572572,众泰汽车,众泰Z500,2015款 1.5T 手动 尊贵型,众泰Z500质保期内厂家不予以索赔	,"I297,",2021-02-18,信息审核
572571,广汽菲克菲亚特,菲翔,2012款 1.4T 自动 劲享版,广汽菲克菲亚特菲翔变速箱渗油而且打滑,"B22,B334,",2021-02-18,厂家受理
572570,一汽-大众,迈腾,2017款 330TSI DSG 领先型,一汽大众迈腾变速箱无偶数挡处于紧急状态,"B20,",2021-02-18,处理反馈
572566,广汽丰田,雷凌,2019款 185T CVT 豪华版 国VI,广汽丰田雷凌低速行驶过程中变速箱出现异响,"B33,",2021-02-18,处理反馈
572565,广汽本田,雅阁,2018款 2.0L 锐领版 锐·混动 国V,广汽本田雅阁4S店维修后车辆出现划痕磕碰,"J300,",2021-02-18,处理反馈
572564,上汽大众,Polo,2016款 1.4L 手动 风尚型,上汽大众Polo售后接待人员态度恶劣,"I293,",2021-02-18,用户评分
572562,上汽大众斯柯达,柯迪亚克,2020款 TSI330 两驱 豪华优享版 5座,斯柯达柯迪亚克车身共振 变速箱异响,"B33,H268,",2021-02-18,处理反馈
572559,一汽-大众,迈腾,2018款 330TSI DSG 豪华型,一汽大众迈腾行驶时变速箱底盘异响,"B33,G56,",2021-02-18,处理反馈
572558,长安福特,福睿斯,2019款 改款 1.5L 自动 质享型（胎压监测） 国VI,长安福特福睿斯4S店变相收费强制办理储值卡,"K307,K325,",2021-02-18,用户评分
572556,一汽-大众奥迪,奥迪A4L,2015款 2.0T CVT 自动 舒适型,一汽大众奥迪A4L防冻液渗漏需要更换节温器,"A37,A191,",2021-02-18,信息审核
572554,东风本田,本田XR-V,2017款 1.5L LXi CVT 经典版,东风本田XR-V启动时有异响4S店告知正常,"A9,",2021-02-18,处理反馈
572551,一汽丰田,锐志,2007款 3.0V 超级运动版 新锐志 REIZ,一汽丰田锐志仪表台龟裂存在质量问题,"H176,",2021-02-18,信息审核
572550,一汽-大众,探岳,2019款 330TSI 两驱 豪华型Plus 国VI,一汽大众探岳变速箱拖挡抖动底盘异响,"B33,B95,B69,",2021-02-18,处理反馈
572547,一汽-大众,宝来,2021款 1.5L 手动 时尚智联版,一汽大众宝来转向异响希望厂家处理问题,"D59,",2021-02-18,处理反馈
572546,北京奔驰,奔驰GLB,2020款 GLB 180 时尚型,北京奔驰GLB碳罐电磁阀阻尼器缺失导致异响,"Q322,",2021-02-18,处理反馈
572545,江淮汽车,嘉悦A5,2020款 1.5T CVT 精英型,江淮嘉悦A5发动机容易熄火维修未解决问题,"A14,",2021-02-18,用户评分
572540,东风本田,本田CR-V,2017款 240TURBO 自动 两驱 风尚版,东风本田CR-V刹车踏板不回位希望厂家处理,"E196,",2021-02-18,用户评分
572538,众泰汽车,大迈X7,2017款 2.0T DCT 至尊型,众泰大迈X7挂挡困难无法启动希望解决,"B20,",2021-02-18,信息审核
572536,东风日产,轩逸,2016款 1.6XV CVT 智享版,东风日产轩逸前后减震器存在严重漏油,"G25,",2021-02-18,处理反馈
572535,一汽-大众奥迪,奥迪Q5,2017款 Plus 40 TFSI 技术型,一汽大众奥迪Q5节温器故障导致漏防冻液,"A37,",2021-02-18,信息审核
572532,长城汽车,哈弗H2,2018款 1.5T 双离合 两驱 精英型 蓝标,哈弗H2百度carlife功能无法升级连接,"H155,",2021-02-18,用户评分
572531,福田汽车,欧曼,2008款 BJ4181SLFJA-6 牵引,福田欧曼差速器损坏导致车辆无法行驶,"H86,",2021-02-18,信息审核
572526,北京现代,途胜,2015款 1.6T   双离合 两驱 舒适型,北京现代途胜天窗关不上 两侧密封条损坏,"H48,H192,",2021-02-18,处理反馈
572525,宝马（进口）,宝马X5,2018款 xDrive35i 典雅型,进口宝马X5后备箱异响经销商多次维修未解决,"H15,J298,",2021-02-18,用户评分
572524,东风日产,天籁,2020款 改款 2.0L XL 舒适版,东风日产天籁启停系统故障 发动机抖动,"A24,H263,",2021-02-18,处理反馈
572523,一汽红旗,红旗HS5,2019款 2.0T 智联旗享四驱版,一汽红旗HS5怠速共振 开空调电机噪音大,"A24,H101,",2021-02-18,信息审核
572522,BEIJING汽车,BEIJING-EU5,2019款 R500 智风版,BEIJING-EU5经销商承诺置换补贴未兑现,"L313,",2021-02-18,处理反馈
572521,广汽丰田,雷凌,2021款 双擎 1.8H E-CVT 豪华版,广汽丰田雷凌轮毂处漏油希望尽快处理,"G51,",2021-02-18,处理反馈
572518,一汽丰田,锐志,2007款 2.5S 真皮天窗版 新锐志 REIZ,一汽丰田锐志中控台皮革严重开裂,"H176,",2021-02-18,信息审核
572517,吉利汽车,帝豪GL,2018款 1.4T 自动 尊贵智联型,吉利帝豪GL变速箱漏油维修多次没有解决,"B22,J298,",2021-02-18,处理反馈
572516,长安福特,翼虎,2018款 EcoBoost 180 两驱 铂翼型 改款,长安福特翼虎车门天窗异响 固特异轮胎起皮,"F186,H72,H89,",2021-02-18,处理反馈
572515,吉利汽车,帝豪GS,2016款 1.3T 自动 领尚型 优雅版,吉利帝豪GS低速时变速箱顿挫无法换挡,"B19,B20,",2021-02-18,处理反馈
572514,北京现代,北京现代ix35,2012款 2.0L 自动 两驱 精英版 GLS,北京现代ix35发动机敲缸希望厂家解决,"A9,A18,",2021-02-18,处理反馈
572512,一汽-大众奥迪,奥迪A3,2020款 Sportback 35 TFSI 时尚型 国VI,一汽大众奥迪A3发动机故障报警爬坡抖动失速,"A24,A34,A255,",2021-02-18,信息审核
572511,北京现代,名图,2017款 1.6T 自动 智能型 GLS,北京现代名图半轴屚油异响天窗异响,"A18,G51,G158,H89,",2021-02-18,用户评分
572510,东风日产,轩逸,2014款 1.6L XV CVT 尊享版,东风日产轩逸车身漏水导致地板积水,"H109,",2021-02-18,用户评分
572509,吉利汽车,帝豪GL,2018款 1.4T 手动 精英智联型,吉利帝豪GL车轮刹车力度不一致 手刹失灵,"E269,E159,",2021-02-18,处理反馈
572507,一汽-大众,迈腾,2017款 330TSI DSG 舒适型,一汽大众迈腾变速箱机电控制单元损坏,"B115,",2021-02-18,处理反馈
572506,上汽大众斯柯达,速派,2016款 TSI330 DSG 智行版,斯柯达速派变速箱机电控制单元故障,"B115,",2021-02-18,处理反馈
572503,长安福特,蒙迪欧致胜,2011款 240 GTDi 豪华运动型导航版,长安福特蒙迪欧致胜变速箱异响顿挫拖挡漏油,"B33,B19,B22,B69,",2021-02-18,处理反馈
